Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1782457171,2026-06-26T06:59:31Z,FGTPK,"43.584732,1.50155",0,0,154
1782457181,2026-06-26T06:59:41Z,FGTPK,"43.584057,1.501981",0,13,154
1782457188,2026-06-26T06:59:48Z,FGTPK,"43.583729,1.502102",0,8,191
1782457196,2026-06-26T06:59:56Z,FGTPK,"43.583603,1.501874",0,1,239
1782457629,2026-06-26T07:07:09Z,FGTPK,"43.583462,1.501438",0,0,233
1782457657,2026-06-26T07:07:37Z,FGTPK,"43.583904,1.50104",0,24,334
1782457678,2026-06-26T07:07:58Z,FGTPK,"43.588909,1.497934",400,67,337
1782457688,2026-06-26T07:08:08Z,FGTPK,"43.591423,1.496429",600,67,339
1782457692,2026-06-26T07:08:12Z,FGTPK,"43.592926,1.495674",700,70,340
1782457694,2026-06-26T07:08:14Z,FGTPK,"43.593521,1.495354",700,70,340
1782457697,2026-06-26T07:08:17Z,FGTPK,"43.594116,1.495035",700,68,340
1782457699,2026-06-26T07:08:19Z,FGTPK,"43.594913,1.494664",800,68,343
1782457701,2026-06-26T07:08:21Z,FGTPK,"43.595581,1.494396",800,71,342
1782457703,2026-06-26T07:08:23Z,FGTPK,"43.596172,1.494206",800,73,345
1782457706,2026-06-26T07:08:26Z,FGTPK,"43.597046,1.493821",800,75,343
1782457708,2026-06-26T07:08:28Z,FGTPK,"43.597824,1.493502",900,76,344
1782457710,2026-06-26T07:08:30Z,FGTPK,"43.598511,1.493246",900,77,344
1782457712,2026-06-26T07:08:32Z,FGTPK,"43.59938,1.492927",900,78,342
1782457715,2026-06-26T07:08:35Z,FGTPK,"43.600204,1.492544",1000,80,341
1782457717,2026-06-26T07:08:37Z,FGTPK,"43.600754,1.492288",1000,81,342
1782457719,2026-06-26T07:08:39Z,FGTPK,"43.601711,1.491917",1000,82,343
1782457721,2026-06-26T07:08:41Z,FGTPK,"43.602455,1.49159",1100,82,343
1782457723,2026-06-26T07:08:43Z,FGTPK,"43.603199,1.491263",1100,81,344
1782457725,2026-06-26T07:08:45Z,FGTPK,"43.604095,1.490947",1200,80,344
1782457728,2026-06-26T07:08:48Z,FGTPK,"43.604828,1.490628",1200,79,343
1782457730,2026-06-26T07:08:50Z,FGTPK,"43.605515,1.490308",1200,80,341
1782457732,2026-06-26T07:08:52Z,FGTPK,"43.606384,1.489861",1300,81,339
1782457734,2026-06-26T07:08:54Z,FGTPK,"43.607071,1.489478",1300,81,340
1782457736,2026-06-26T07:08:56Z,FGTPK,"43.607857,1.489105",1300,81,340
1782457738,2026-06-26T07:08:58Z,FGTPK,"43.608601,1.488778",1400,81,341
1782457741,2026-06-26T07:09:01Z,FGTPK,"43.609497,1.488328",1400,81,342
1782457743,2026-06-26T07:09:03Z,FGTPK,"43.610092,1.488073",1400,82,343
1782457745,2026-06-26T07:09:05Z,FGTPK,"43.610962,1.487689",1500,82,343
1782457747,2026-06-26T07:09:07Z,FGTPK,"43.611694,1.487434",1500,81,344
1782457749,2026-06-26T07:09:09Z,FGTPK,"43.612652,1.487078",1600,79,343
1782457751,2026-06-26T07:09:11Z,FGTPK,"43.613251,1.486859",1600,78,346
1782457753,2026-06-26T07:09:13Z,FGTPK,"43.614185,1.486555",1600,78,346
1782457756,2026-06-26T07:09:16Z,FGTPK,"43.614853,1.486348",1700,80,347
1782457758,2026-06-26T07:09:18Z,FGTPK,"43.615631,1.486097",1700,82,350
1782457760,2026-06-26T07:09:20Z,FGTPK,"43.616638,1.485901",1700,85,351
1782457762,2026-06-26T07:09:22Z,FGTPK,"43.617462,1.485709",1700,86,351
1782457764,2026-06-26T07:09:24Z,FGTPK,"43.618328,1.485574",1800,86,350
1782457767,2026-06-26T07:09:27Z,FGTPK,"43.619019,1.48539",1800,87,350
1782457769,2026-06-26T07:09:29Z,FGTPK,"43.620052,1.485116",1900,88,350
1782457771,2026-06-26T07:09:31Z,FGTPK,"43.62075,1.484985",1900,89,354
1782457773,2026-06-26T07:09:33Z,FGTPK,"43.621811,1.484879",1900,91,354
1782457775,2026-06-26T07:09:35Z,FGTPK,"43.622498,1.484943",1900,93,7
1782457777,2026-06-26T07:09:37Z,FGTPK,"43.623688,1.485454",1900,98,23
1782457780,2026-06-26T07:09:40Z,FGTPK,"43.624569,1.486162",1900,102,33
1782457782,2026-06-26T07:09:42Z,FGTPK,"43.625381,1.487114",1900,106,47
1782457784,2026-06-26T07:09:44Z,FGTPK,"43.626011,1.488386",1900,109,56
1782457786,2026-06-26T07:09:46Z,FGTPK,"43.626522,1.489628",1900,112,64
1782457788,2026-06-26T07:09:48Z,FGTPK,"43.626942,1.490936",1900,113,68
1782457791,2026-06-26T07:09:51Z,FGTPK,"43.627258,1.49248",1900,112,75
1782457793,2026-06-26T07:09:53Z,FGTPK,"43.627579,1.494141",1900,112,78
1782457795,2026-06-26T07:09:55Z,FGTPK,"43.627731,1.495448",1800,113,78
1782457797,2026-06-26T07:09:57Z,FGTPK,"43.627964,1.496822",1800,113,77
1782457799,2026-06-26T07:09:59Z,FGTPK,"43.628246,1.498522",1800,113,75
1782457801,2026-06-26T07:10:01Z,FGTPK,"43.628571,1.500222",1800,114,74
1782457803,2026-06-26T07:10:03Z,FGTPK,"43.628849,1.501596",1800,114,76
1782457806,2026-06-26T07:10:06Z,FGTPK,"43.629089,1.503211",1800,114,77
1782457808,2026-06-26T07:10:08Z,FGTPK,"43.629269,1.504473",1800,113,77
1782457810,2026-06-26T07:10:10Z,FGTPK,"43.629547,1.506341",1800,113,80
1782457812,2026-06-26T07:10:12Z,FGTPK,"43.629688,1.507612",1800,114,82
1782457814,2026-06-26T07:10:14Z,FGTPK,"43.629734,1.509116",1800,116,89
1782457817,2026-06-26T07:10:17Z,FGTPK,"43.629684,1.511003",1800,117,94
1782457819,2026-06-26T07:10:19Z,FGTPK,"43.629456,1.512974",1800,119,102
1782457821,2026-06-26T07:10:21Z,FGTPK,"43.629131,1.514413",1800,120,108
1782457823,2026-06-26T07:10:23Z,FGTPK,"43.628712,1.515852",1700,121,113
1782457825,2026-06-26T07:10:25Z,FGTPK,"43.628201,1.517225",1700,122,118
1782457827,2026-06-26T07:10:27Z,FGTPK,"43.627533,1.518668",1700,122,123
1782457829,2026-06-26T07:10:29Z,FGTPK,"43.626942,1.519841",1700,122,127
1782457831,2026-06-26T07:10:31Z,FGTPK,"43.626244,1.521018",1700,121,130
1782457833,2026-06-26T07:10:33Z,FGTPK,"43.625359,1.522457",1700,121,131
1782457836,2026-06-26T07:10:36Z,FGTPK,"43.624428,1.523764",1800,120,135
1782457838,2026-06-26T07:10:38Z,FGTPK,"43.623688,1.524672",1800,119,138
1782457840,2026-06-26T07:10:40Z,FGTPK,"43.62294,1.525596",1800,120,139
1782457842,2026-06-26T07:10:42Z,FGTPK,"43.621811,1.526908",1800,119,141
1782457844,2026-06-26T07:10:44Z,FGTPK,"43.620892,1.52795",1800,118,141
1782457846,2026-06-26T07:10:46Z,FGTPK,"43.61998,1.529016",1800,116,139
1782457849,2026-06-26T07:10:49Z,FGTPK,"43.618935,1.530239",1800,115,138
1782457851,2026-06-26T07:10:51Z,FGTPK,"43.618145,1.531219",1800,115,138
1782457853,2026-06-26T07:10:53Z,FGTPK,"43.617233,1.532273",1900,114,139
1782457855,2026-06-26T07:10:55Z,FGTPK,"43.616409,1.533168",1900,114,141
1782457857,2026-06-26T07:10:57Z,FGTPK,"43.615677,1.533966",1900,115,143
1782457859,2026-06-26T07:10:59Z,FGTPK,"43.614716,1.534956",1900,115,143
1782457862,2026-06-26T07:11:02Z,FGTPK,"43.613583,1.536059",1900,114,144
1782457864,2026-06-26T07:11:04Z,FGTPK,"43.612698,1.536909",1900,114,146
1782457866,2026-06-26T07:11:06Z,FGTPK,"43.611858,1.537694",1900,113,145
1782457868,2026-06-26T07:11:08Z,FGTPK,"43.610973,1.538478",1900,113,146
1782457870,2026-06-26T07:11:10Z,FGTPK,"43.610001,1.539363",1900,112,147
1782457872,2026-06-26T07:11:12Z,FGTPK,"43.608879,1.540375",1900,112,147
1782457874,2026-06-26T07:11:14Z,FGTPK,"43.608124,1.541088",1900,110,147
1782457877,2026-06-26T07:11:17Z,FGTPK,"43.607254,1.541855",1900,109,148
1782457879,2026-06-26T07:11:19Z,FGTPK,"43.606087,1.542794",1900,109,149
1782457881,2026-06-26T07:11:21Z,FGTPK,"43.605247,1.543448",1900,109,149
1782457883,2026-06-26T07:11:23Z,FGTPK,"43.604362,1.544168",1900,109,149
1782457885,2026-06-26T07:11:25Z,FGTPK,"43.603294,1.545018",2000,109,151
1782457887,2026-06-26T07:11:27Z,FGTPK,"43.602409,1.545672",2000,108,150
1782457890,2026-06-26T07:11:30Z,FGTPK,"43.601524,1.546326",2000,108,152
1782457892,2026-06-26T07:11:32Z,FGTPK,"43.600266,1.547241",2000,108,152
1782457894,2026-06-26T07:11:34Z,FGTPK,"43.599384,1.547895",2000,108,152
1782457896,2026-06-26T07:11:36Z,FGTPK,"43.598499,1.548549",2000,108,150
1782457898,2026-06-26T07:11:38Z,FGTPK,"43.59766,1.549268",2000,109,148
1782457900,2026-06-26T07:11:40Z,FGTPK,"43.596638,1.550184",2000,109,147
1782457903,2026-06-26T07:11:43Z,FGTPK,"43.595856,1.550861",2000,108,145
1782457905,2026-06-26T07:11:45Z,FGTPK,"43.594822,1.55195",2000,108,143
1782457907,2026-06-26T07:11:47Z,FGTPK,"43.59407,1.552649",2000,107,144
1782457909,2026-06-26T07:11:49Z,FGTPK,"43.592926,1.553799",2000,107,144
1782457911,2026-06-26T07:11:51Z,FGTPK,"43.592148,1.554565",2000,108,143
1782457913,2026-06-26T07:11:53Z,FGTPK,"43.591377,1.55535",2000,109,142
1782457916,2026-06-26T07:11:56Z,FGTPK,"43.590363,1.556418",2000,110,143
1782457918,2026-06-26T07:11:58Z,FGTPK,"43.589355,1.55744",2000,110,143
1782457921,2026-06-26T07:12:01Z,FGTPK,"43.588531,1.55827",2100,109,144
1782457923,2026-06-26T07:12:03Z,FGTPK,"43.58765,1.559143",2100,109,145
1782457925,2026-06-26T07:12:05Z,FGTPK,"43.5867,1.559995",2100,109,146
1782457927,2026-06-26T07:12:07Z,FGTPK,"43.585876,1.560761",2100,109,146
1782457929,2026-06-26T07:12:09Z,FGTPK,"43.584904,1.561628",2100,109,148
1782457931,2026-06-26T07:12:11Z,FGTPK,"43.583954,1.562422",2100,109,148
1782457933,2026-06-26T07:12:13Z,FGTPK,"43.583084,1.563125",2100,109,149
1782457935,2026-06-26T07:12:15Z,FGTPK,"43.582298,1.563721",2100,109,151
1782457937,2026-06-26T07:12:17Z,FGTPK,"43.581413,1.56444",2100,110,151
1782457939,2026-06-26T07:12:19Z,FGTPK,"43.580246,1.565296",2100,110,151
1782457942,2026-06-26T07:12:22Z,FGTPK,"43.57933,1.565935",2100,111,150
1782457944,2026-06-26T07:12:24Z,FGTPK,"43.578201,1.56686",2100,110,150
1782457946,2026-06-26T07:12:26Z,FGTPK,"43.577591,1.56734",2100,110,149
1782457948,2026-06-26T07:12:28Z,FGTPK,"43.576431,1.568298",2100,110,149
1782457950,2026-06-26T07:12:30Z,FGTPK,"43.575439,1.569065",2100,110,149
1782457952,2026-06-26T07:12:32Z,FGTPK,"43.57457,1.569831",2100,111,148
1782457955,2026-06-26T07:12:35Z,FGTPK,"43.5737,1.570598",2100,112,147
1782457957,2026-06-26T07:12:37Z,FGTPK,"43.57283,1.5713",2100,113,147
1782457959,2026-06-26T07:12:39Z,FGTPK,"43.571732,1.572195",2100,113,147
1782457961,2026-06-26T07:12:41Z,FGTPK,"43.570679,1.573153",2100,112,147
1782457963,2026-06-26T07:12:43Z,FGTPK,"43.569542,1.574249",2100,112,144
1782457966,2026-06-26T07:12:46Z,FGTPK,"43.568752,1.575165",2100,112,138
1782457968,2026-06-26T07:12:48Z,FGTPK,"43.568008,1.576146",2100,113,135
1782457970,2026-06-26T07:12:50Z,FGTPK,"43.5672,1.577241",2100,113,134
1782457972,2026-06-26T07:12:52Z,FGTPK,"43.566513,1.578327",2100,113,133
1782457974,2026-06-26T07:12:54Z,FGTPK,"43.565781,1.579412",2100,114,131
1782457976,2026-06-26T07:12:56Z,FGTPK,"43.565075,1.580658",2100,113,128
1782457978,2026-06-26T07:12:58Z,FGTPK,"43.564423,1.58177",2100,112,124
1782457981,2026-06-26T07:13:01Z,FGTPK,"43.563812,1.583117",2000,112,121
1782457983,2026-06-26T07:13:03Z,FGTPK,"43.563217,1.58465",2000,112,119
1782457985,2026-06-26T07:13:05Z,FGTPK,"43.562748,1.585759",2000,111,118
1782457988,2026-06-26T07:13:08Z,FGTPK,"43.561981,1.587588",2000,110,119
1782457990,2026-06-26T07:13:10Z,FGTPK,"43.561348,1.589225",2000,110,119
1782457993,2026-06-26T07:13:13Z,FGTPK,"43.560562,1.591038",2000,110,119
1782457995,2026-06-26T07:13:15Z,FGTPK,"43.560059,1.592251",2000,111,120
1782457997,2026-06-26T07:13:17Z,FGTPK,"43.559486,1.593606",2000,110,119
1782458000,2026-06-26T07:13:20Z,FGTPK,"43.558975,1.594783",2000,109,121
1782458002,2026-06-26T07:13:22Z,FGTPK,"43.558323,1.596222",2000,108,121
1782458004,2026-06-26T07:13:24Z,FGTPK,"43.557903,1.597203",2000,107,122
1782458007,2026-06-26T07:13:27Z,FGTPK,"43.557037,1.599149",2000,106,121
1782458010,2026-06-26T07:13:30Z,FGTPK,"43.556229,1.601192",2000,106,118
1782458012,2026-06-26T07:13:32Z,FGTPK,"43.555672,1.602631",2000,106,116
1782458015,2026-06-26T07:13:35Z,FGTPK,"43.555206,1.60394",2000,106,116
1782458017,2026-06-26T07:13:37Z,FGTPK,"43.554832,1.60505",2000,108,115
1782458019,2026-06-26T07:13:39Z,FGTPK,"43.554291,1.60675",2100,108,113
1782458021,2026-06-26T07:13:41Z,FGTPK,"43.553879,1.607964",2100,107,112
1782458023,2026-06-26T07:13:43Z,FGTPK,"43.553421,1.609497",2100,106,113
1782458026,2026-06-26T07:13:46Z,FGTPK,"43.553009,1.610711",2200,106,113
1782458028,2026-06-26T07:13:48Z,FGTPK,"43.552505,1.612374",2200,105,112
1782458030,2026-06-26T07:13:50Z,FGTPK,"43.552132,1.613617",2200,106,112
1782458032,2026-06-26T07:13:52Z,FGTPK,"43.551666,1.615121",2200,107,111
1782458035,2026-06-26T07:13:55Z,FGTPK,"43.551296,1.616364",2200,107,112
1782458037,2026-06-26T07:13:57Z,FGTPK,"43.550922,1.617606",2200,106,113
1782458040,2026-06-26T07:14:00Z,FGTPK,"43.550224,1.619895",2300,106,112
1782458043,2026-06-26T07:14:03Z,FGTPK,"43.549759,1.621399",2300,106,113
1782458045,2026-06-26T07:14:05Z,FGTPK,"43.549385,1.622641",2300,105,114
1782458047,2026-06-26T07:14:07Z,FGTPK,"43.548798,1.624444",2300,105,114
1782458050,2026-06-26T07:14:10Z,FGTPK,"43.548386,1.625657",2300,104,114
1782458052,2026-06-26T07:14:12Z,FGTPK,"43.547943,1.627023",2300,104,114
1782458054,2026-06-26T07:14:14Z,FGTPK,"43.54747,1.62834",2300,104,116
1782458057,2026-06-26T07:14:17Z,FGTPK,"43.546875,1.630001",2300,104,116
1782458059,2026-06-26T07:14:19Z,FGTPK,"43.546547,1.630816",2300,104,116
1782458061,2026-06-26T07:14:21Z,FGTPK,"43.54594,1.632516",2300,105,115
1782458063,2026-06-26T07:14:23Z,FGTPK,"43.545475,1.633955",2300,106,113
1782458065,2026-06-26T07:14:25Z,FGTPK,"43.545044,1.635366",2300,106,112
1782458068,2026-06-26T07:14:28Z,FGTPK,"43.544823,1.636244",2300,107,110
1782458070,2026-06-26T07:14:30Z,FGTPK,"43.54422,1.638532",2300,106,109
1782458074,2026-06-26T07:14:34Z,FGTPK,"43.543659,1.640887",2300,107,107
1782458076,2026-06-26T07:14:36Z,FGTPK,"43.543335,1.642195",2300,108,107
1782458078,2026-06-26T07:14:38Z,FGTPK,"43.54303,1.64367",2300,110,105
1782458080,2026-06-26T07:14:40Z,FGTPK,"43.542755,1.645075",2300,111,106
1782458082,2026-06-26T07:14:42Z,FGTPK,"43.54248,1.646416",2300,112,104
1782458085,2026-06-26T07:14:45Z,FGTPK,"43.542206,1.647821",2300,112,104
1782458087,2026-06-26T07:14:47Z,FGTPK,"43.541843,1.649584",2300,110,105
1782458089,2026-06-26T07:14:49Z,FGTPK,"43.541611,1.650696",2300,109,104
1782458091,2026-06-26T07:14:51Z,FGTPK,"43.54129,1.65242",2300,109,105
1782458094,2026-06-26T07:14:54Z,FGTPK,"43.540878,1.654337",2300,109,105
1782458096,2026-06-26T07:14:56Z,FGTPK,"43.540558,1.655933",2200,110,105
1782458098,2026-06-26T07:14:58Z,FGTPK,"43.540329,1.657019",2200,112,106
1782458101,2026-06-26T07:15:01Z,FGTPK,"43.539917,1.658936",2200,113,105
1782458103,2026-06-26T07:15:03Z,FGTPK,"43.539608,1.660505",2100,114,105
1782458105,2026-06-26T07:15:05Z,FGTPK,"43.539368,1.661746",2100,115,106
1782458107,2026-06-26T07:15:07Z,FGTPK,"43.53896,1.663644",2100,116,107
1782458109,2026-06-26T07:15:09Z,FGTPK,"43.538727,1.664756",2100,117,106
1782458111,2026-06-26T07:15:11Z,FGTPK,"43.538315,1.6666",2000,117,106
1782458114,2026-06-26T07:15:14Z,FGTPK,"43.538029,1.667829",2000,116,107
1782458116,2026-06-26T07:15:16Z,FGTPK,"43.537628,1.669666",2000,115,107
1782458118,2026-06-26T07:15:18Z,FGTPK,"43.537308,1.671072",2000,115,107
1782458120,2026-06-26T07:15:20Z,FGTPK,"43.537094,1.67208",1900,115,107
1782458122,2026-06-26T07:15:22Z,FGTPK,"43.536713,1.673882",1900,113,106
1782458124,2026-06-26T07:15:24Z,FGTPK,"43.536304,1.675677",1900,113,106
1782458126,2026-06-26T07:15:26Z,FGTPK,"43.53598,1.67705",1800,112,106
1782458129,2026-06-26T07:15:29Z,FGTPK,"43.535614,1.678545",1800,112,108
1782458131,2026-06-26T07:15:31Z,FGTPK,"43.535385,1.679631",1800,111,108
1782458133,2026-06-26T07:15:33Z,FGTPK,"43.534954,1.681431",1800,111,108
1782458135,2026-06-26T07:15:35Z,FGTPK,"43.53463,1.682739",1800,112,108
1782458137,2026-06-26T07:15:37Z,FGTPK,"43.534286,1.684294",1800,112,108
1782458140,2026-06-26T07:15:40Z,FGTPK,"43.533882,1.686074",1800,113,107
1782458142,2026-06-26T07:15:42Z,FGTPK,"43.533512,1.687709",1800,113,106
1782458144,2026-06-26T07:15:44Z,FGTPK,"43.533184,1.689083",1800,112,106
1782458147,2026-06-26T07:15:47Z,FGTPK,"43.532776,1.690873",1800,112,106
1782458149,2026-06-26T07:15:49Z,FGTPK,"43.53244,1.692418",1800,112,106
1782458151,2026-06-26T07:15:51Z,FGTPK,"43.532272,1.693364",1800,112,106
