Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1776615249,2026-04-19T16:14:09Z,FGSRR,"43.583462,1.501432",0,5,244
1776615269,2026-04-19T16:14:29Z,FGSRR,"43.583782,1.501119",0,19,334
1776615280,2026-04-19T16:14:40Z,FGSRR,"43.58559,1.499969",0,54,334
1776615290,2026-04-19T16:14:50Z,FGSRR,"43.588303,1.49826",400,72,336
1776615304,2026-04-19T16:15:04Z,FGSRR,"43.592743,1.49561",600,73,336
1776615306,2026-04-19T16:15:06Z,FGSRR,"43.593475,1.495227",600,72,339
1776615309,2026-04-19T16:15:09Z,FGSRR,"43.594307,1.494795",700,71,341
1776615311,2026-04-19T16:15:11Z,FGSRR,"43.594822,1.494598",700,71,342
1776615313,2026-04-19T16:15:13Z,FGSRR,"43.595901,1.494141",700,72,344
1776615315,2026-04-19T16:15:15Z,FGSRR,"43.596638,1.493814",700,74,345
1776615318,2026-04-19T16:15:18Z,FGSRR,"43.597149,1.493617",700,76,344
1776615320,2026-04-19T16:15:20Z,FGSRR,"43.598053,1.493246",800,77,342
1776615322,2026-04-19T16:15:22Z,FGSRR,"43.598686,1.492964",800,79,336
1776615324,2026-04-19T16:15:24Z,FGSRR,"43.599564,1.492416",800,78,336
1776615326,2026-04-19T16:15:26Z,FGSRR,"43.600204,1.492033",800,78,335
1776615329,2026-04-19T16:15:29Z,FGSRR,"43.601059,1.491459",900,77,334
1776615331,2026-04-19T16:15:31Z,FGSRR,"43.601711,1.491002",900,77,334
1776615333,2026-04-19T16:15:33Z,FGSRR,"43.602222,1.490675",900,77,334
1776615335,2026-04-19T16:15:35Z,FGSRR,"43.603088,1.490117",1000,77,334
1776615337,2026-04-19T16:15:37Z,FGSRR,"43.603729,1.489669",1000,78,335
1776615339,2026-04-19T16:15:39Z,FGSRR,"43.604553,1.489159",1000,79,336
1776615342,2026-04-19T16:15:42Z,FGSRR,"43.605377,1.488711",1000,80,337
1776615344,2026-04-19T16:15:44Z,FGSRR,"43.606064,1.488264",1000,81,339
1776615346,2026-04-19T16:15:46Z,FGSRR,"43.606888,1.487881",1100,81,342
1776615348,2026-04-19T16:15:48Z,FGSRR,"43.607758,1.487498",1100,81,344
1776615351,2026-04-19T16:15:51Z,FGSRR,"43.608414,1.487274",1100,81,344
1776615353,2026-04-19T16:15:53Z,FGSRR,"43.60902,1.487078",1200,80,344
1776615355,2026-04-19T16:15:55Z,FGSRR,"43.610043,1.486686",1200,80,344
1776615357,2026-04-19T16:15:57Z,FGSRR,"43.610962,1.486348",1200,79,346
1776615359,2026-04-19T16:15:59Z,FGSRR,"43.611721,1.486097",1300,78,346
1776615362,2026-04-19T16:16:02Z,FGSRR,"43.612465,1.485901",1300,77,348
1776615364,2026-04-19T16:16:04Z,FGSRR,"43.6133,1.485639",1300,76,347
1776615366,2026-04-19T16:16:06Z,FGSRR,"43.613998,1.485443",1400,77,348
1776615368,2026-04-19T16:16:08Z,FGSRR,"43.6147,1.485247",1400,77,348
1776615370,2026-04-19T16:16:10Z,FGSRR,"43.615257,1.485116",1400,77,348
1776615372,2026-04-19T16:16:12Z,FGSRR,"43.616096,1.48492",1400,78,349
1776615374,2026-04-19T16:16:14Z,FGSRR,"43.616978,1.484724",1500,79,349
1776615376,2026-04-19T16:16:16Z,FGSRR,"43.617599,1.48456",1500,79,351
1776615378,2026-04-19T16:16:18Z,FGSRR,"43.618515,1.484368",1500,80,352
1776615381,2026-04-19T16:16:21Z,FGSRR,"43.619385,1.48424",1500,79,354
1776615383,2026-04-19T16:16:23Z,FGSRR,"43.620117,1.484176",1600,77,353
1776615385,2026-04-19T16:16:25Z,FGSRR,"43.620892,1.484004",1600,76,351
1776615388,2026-04-19T16:16:28Z,FGSRR,"43.621628,1.483857",1600,76,354
1776615390,2026-04-19T16:16:30Z,FGSRR,"43.622425,1.483808",1700,77,359
1776615392,2026-04-19T16:16:32Z,FGSRR,"43.62323,1.483793",1700,79,2
1776615394,2026-04-19T16:16:34Z,FGSRR,"43.6241,1.483857",1700,80,4
1776615396,2026-04-19T16:16:36Z,FGSRR,"43.624878,1.483985",1700,81,5
1776615399,2026-04-19T16:16:39Z,FGSRR,"43.625473,1.484112",1700,80,7
1776615401,2026-04-19T16:16:41Z,FGSRR,"43.626663,1.484304",1800,81,9
1776615403,2026-04-19T16:16:43Z,FGSRR,"43.627316,1.484528",1800,81,11
1776615405,2026-04-19T16:16:45Z,FGSRR,"43.628201,1.484789",1800,82,14
1776615407,2026-04-19T16:16:47Z,FGSRR,"43.628944,1.485051",1800,83,16
1776615409,2026-04-19T16:16:49Z,FGSRR,"43.629829,1.485509",1800,84,20
1776615412,2026-04-19T16:16:52Z,FGSRR,"43.630711,1.486032",1900,85,25
1776615414,2026-04-19T16:16:54Z,FGSRR,"43.631413,1.486555",1900,86,28
1776615416,2026-04-19T16:16:56Z,FGSRR,"43.632111,1.487078",1900,88,32
1776615418,2026-04-19T16:16:58Z,FGSRR,"43.6329,1.487863",1900,90,35
1776615420,2026-04-19T16:17:00Z,FGSRR,"43.63353,1.48852",1900,91,39
1776615423,2026-04-19T16:17:03Z,FGSRR,"43.634392,1.489498",1900,93,40
1776615425,2026-04-19T16:17:05Z,FGSRR,"43.634811,1.490053",1900,94,44
1776615427,2026-04-19T16:17:07Z,FGSRR,"43.635544,1.491139",1900,96,47
1776615429,2026-04-19T16:17:09Z,FGSRR,"43.636276,1.492224",2000,98,48
1776615431,2026-04-19T16:17:11Z,FGSRR,"43.636871,1.493183",2000,100,50
1776615433,2026-04-19T16:17:13Z,FGSRR,"43.63765,1.494533",2000,101,50
1776615436,2026-04-19T16:17:16Z,FGSRR,"43.638252,1.495514",2000,103,51
1776615438,2026-04-19T16:17:18Z,FGSRR,"43.639023,1.496887",2000,104,52
1776615440,2026-04-19T16:17:20Z,FGSRR,"43.639572,1.497973",2000,104,52
1776615443,2026-04-19T16:17:23Z,FGSRR,"43.64035,1.499372",2000,103,54
1776615445,2026-04-19T16:17:25Z,FGSRR,"43.640945,1.500528",2000,104,55
1776615447,2026-04-19T16:17:27Z,FGSRR,"43.641495,1.501614",2000,105,55
